dataset,dataset_code,paper_id,cell_key,matched,same_paper_ai_records_present,reference_source_format,reference_rows_in_cell,reference_cells_in_paper,reference_rows_in_paper,distinct_outcome_canonical_in_paper,distinct_crop_in_paper,distinct_treatment_level_in_paper,distinct_co_amendment_in_paper,distinct_co_amendment_level_in_paper,distinct_timepoint_in_paper,distinct_aggregation_level_in_paper
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | ca | above_ground | trifolium_repens,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | fe | above_ground | acer_pseudoplatanus,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | fe | above_ground | fagus_sylvatica,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | k | above_ground | acer_pseudoplatanus,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | k | above_ground | fagus_sylvatica,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | k | above_ground | festuca_pratensis,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | k | above_ground | lolium_perenne,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | k | above_ground | trifolium_pratense,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | k | above_ground | trifolium_repens,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | mg | above_ground | acer_pseudoplatanus,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | mg | above_ground | fagus_sylvatica,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | mg | above_ground | festuca_pratensis,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | mg | above_ground | trifolium_pratense,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | mn | above_ground | acer_pseudoplatanus,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | mn | above_ground | fagus_sylvatica,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | n | above_ground | acer_pseudoplatanus,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | n | above_ground | fagus_sylvatica,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | n | above_ground | festuca_pratensis,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | n | above_ground | lolium_perenne,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | n | above_ground | trifolium_pratense,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | n | above_ground | trifolium_repens,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | p | above_ground | acer_pseudoplatanus,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | p | above_ground | fagus_sylvatica,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | p | above_ground | festuca_pratensis,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | p | above_ground | lolium_perenne,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | p | above_ground | trifolium_pratense,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | p | above_ground | trifolium_repens,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | zn | above_ground | festuca_pratensis,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | zn | above_ground | trifolium_pratense,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,pal_2003,pal_2003 | c | foliar | pusa_jayant,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,pal_2003,pal_2003 | ca | foliar | pusa_jayant,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,pal_2003,pal_2003 | fe | foliar | pusa_jayant,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,pal_2003,pal_2003 | n | foliar | pusa_jayant,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,pal_2003,pal_2003 | p | foliar | pusa_jayant,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,peet_1986,peet_1986 | ca | foliar | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,peet_1986,peet_1986 | k | foliar | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,peet_1986,peet_1986 | mg | foliar | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,peet_1986,peet_1986 | mn | foliar | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,peet_1986,peet_1986 | n | foliar | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,peet_1986,peet_1986 | p | foliar | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | c | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | c | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | ca | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | ca | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | cu | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | cu | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | fe | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | fe | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | k | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | k | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | mg | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | mg | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | mn | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | mn | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | n | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | n | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | p | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | p | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | s | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | s | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | zn | foliar | karst__kminus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pfirrmann_1996,pfirrmann_1996 | zn | foliar | karst__kplus__needles,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,pleijel_2009,pleijel_2009 | zn | grain | dragon,1,1,nonfigure,3,1,3,1,1,1,1,1,3,1
Loladze 2014,Loladze,polley_2011,polley_2011 | c | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | c | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | c | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | ca | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | ca | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | ca | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | cu | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | cu | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | cu | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | fe | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | fe | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | fe | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | k | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | k | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | k | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | mg | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | mg | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | mg | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | mn | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | mn | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | mn | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | n | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | n | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | n | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | p | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | p | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | p | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | zn | above_ground | bouteloua_curtipendula,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | zn | above_ground | schizachyrium_scoparium,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,polley_2011,polley_2011 | zn | above_ground | sorghastrum_nutans,0,1,nonfigure,1,30,30,1,1,10,1,3,1,1
Loladze 2014,Loladze,porter_1984,porter_1984 | ca | foliar | seafarer,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,porter_1984,porter_1984 | k | foliar | seafarer,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,porter_1984,porter_1984 | mg | foliar | seafarer,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,porter_1984,porter_1984 | n | foliar | seafarer,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,porter_1984,porter_1984 | p | foliar | seafarer,0,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | ca | above_ground | lolium_perenne,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | ca | above_ground | trifolium_repens,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | k | above_ground | lolium_perenne,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | k | above_ground | trifolium_repens,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | mg | above_ground | lolium_perenne,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | mg | above_ground | trifolium_repens,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | n | above_ground | lolium_perenne,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | n | above_ground | trifolium_repens,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | na | above_ground | lolium_perenne,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | na | above_ground | trifolium_repens,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | p | above_ground | lolium_perenne,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | p | above_ground | trifolium_repens,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | s | above_ground | lolium_perenne,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,schenk_1997,schenk_1997 | s | above_ground | trifolium_repens,1,1,nonfigure,2,14,28,1,1,7,1,2,2,1
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | ca | foliar | jarrah,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | ca | grain | jarrah__p0,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | ca | grain | jarrah__p120,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | ca | grain | jarrah__p240,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | ca | grain | jarrah__p30,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | ca | grain | jarrah__p480,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | ca | grain | jarrah__p60,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | fe | grain | jarrah__p0,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | fe | grain | jarrah__p120,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | fe | grain | jarrah__p240,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | fe | grain | jarrah__p30,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | fe | grain | jarrah__p480,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | fe | grain | jarrah__p60,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | n | foliar | jarrah,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | n | grain | jarrah__p0,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | n | grain | jarrah__p120,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | n | grain | jarrah__p240,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | n | grain | jarrah__p30,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | n | grain | jarrah__p480,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | n | grain | jarrah__p60,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | p | foliar | jarrah,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | p | grain | jarrah__p0,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | p | grain | jarrah__p120,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | p | grain | jarrah__p240,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | p | grain | jarrah__p30,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | p | grain | jarrah__p480,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | p | grain | jarrah__p60,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | zn | foliar | jarrah,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | zn | grain | jarrah__p0,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | zn | grain | jarrah__p120,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | zn | grain | jarrah__p240,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | zn | grain | jarrah__p30,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | zn | grain | jarrah__p480,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,seneweera_1997,seneweera_1997 | zn | grain | jarrah__p60,0,1,nonfigure,1,34,34,1,1,5,2,7,2,2
Loladze 2014,Loladze,singh_2013,singh_2013 | ca | grain | czern,0,1,nonfigure,2,5,10,1,1,5,1,1,2,1
Loladze 2014,Loladze,singh_2013,singh_2013 | fe | grain | czern,0,1,nonfigure,2,5,10,1,1,5,1,1,2,1
Loladze 2014,Loladze,singh_2013,singh_2013 | mg | grain | czern,0,1,nonfigure,2,5,10,1,1,5,1,1,2,1
Loladze 2014,Loladze,singh_2013,singh_2013 | s | grain | czern,0,1,nonfigure,2,5,10,1,1,5,1,1,2,1
Loladze 2014,Loladze,singh_2013,singh_2013 | zn | grain | czern,0,1,nonfigure,2,5,10,1,1,5,1,1,2,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | b | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | ca | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | co | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | cu | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | fe | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | k | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | mg | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | mn | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | mo | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | n | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | na | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | p | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,wilsey_1994,wilsey_1994 | zn | foliar | ,0,1,nonfigure,1,13,13,1,1,13,1,0,1,1
Loladze 2014,Loladze,woodin_1992,woodin_1992 | ca | foliar | ,0,1,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,woodin_1992,woodin_1992 | k | foliar | ,0,1,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,woodin_1992,woodin_1992 | mg | foliar | ,0,1,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,woodin_1992,woodin_1992 | n | foliar | ,0,1,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,woodin_1992,woodin_1992 | p | foliar | ,0,1,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | cu | grain | batis__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | cu | grain | batis__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | cu | grain | theresa__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | cu | grain | theresa__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | fe | grain | batis__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | fe | grain | batis__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | fe | grain | theresa__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | fe | grain | theresa__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | mn | grain | batis__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | mn | grain | batis__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | mn | grain | theresa__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | mn | grain | theresa__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | na | grain | batis__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | na | grain | batis__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | na | grain | theresa__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | na | grain | theresa__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | zn | grain | batis__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
