dataset,dataset_code,paper_id,cell_key,matched,same_paper_ai_records_present,reference_source_format,reference_rows_in_cell,reference_cells_in_paper,reference_rows_in_paper,distinct_outcome_canonical_in_paper,distinct_crop_in_paper,distinct_treatment_level_in_paper,distinct_co_amendment_in_paper,distinct_co_amendment_level_in_paper,distinct_timepoint_in_paper,distinct_aggregation_level_in_paper
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 5 | phosphorus | 0 | y2010,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 5 | phosphorus | 0 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 5 | phosphorus | 17.6 | y2010,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 5 | phosphorus | 17.6 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 5 | phosphorus | 8.8 | y2010,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 5 | phosphorus | 8.8 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 10 | nitrogen | 0 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 10 | nitrogen | 10 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 10 | nitrogen | 100 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 10 | nitrogen | 20 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 10 | nitrogen | 80 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 20 | nitrogen | 0 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 20 | nitrogen | 10 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 20 | nitrogen | 100 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 20 | nitrogen | 20 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 20 | nitrogen | 80 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 5 | nitrogen | 0 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 5 | nitrogen | 10 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 5 | nitrogen | 100 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 5 | nitrogen | 20 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 5 | nitrogen | 80 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 50 | nitrogen | 0 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 50 | nitrogen | 10 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 50 | nitrogen | 100 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 50 | nitrogen | 20 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,gathorne-hardy_2009,gathorne-hardy_2009 | crop_yield | barley | 50 | nitrogen | 80 | y2008,0,1,figure,1,20,20,1,1,4,1,5,1,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 12 | nitrogen_fertilizer | 90pct | y2007,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 12 | nitrogen_fertilizer | 90pct | y2008,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 12 | nitrogen_fertilizer | 90pct | y2009,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 12 | nitrogen_fertilizer | 90pct | y2010,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 3 | nitrogen_fertilizer | 90pct | y2007,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 3 | nitrogen_fertilizer | 90pct | y2008,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 3 | nitrogen_fertilizer | 90pct | y2009,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 3 | nitrogen_fertilizer | 90pct | y2010,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 30 | nitrogen_fertilizer | 90pct | y2007,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 30 | nitrogen_fertilizer | 90pct | y2008,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 30 | nitrogen_fertilizer | 90pct | y2009,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,guerena_2013,guerena_2013 | crop_yield | maize | 30 | nitrogen_fertilizer | 90pct | y2010,1,1,nonfigure,1,12,12,1,1,3,1,1,4,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | irri_2005ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | irri_2006ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | irri_2007ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | siniloan_2005ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | siniloan_2007ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | siniloan_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | ubon_2005ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | ubon_2007ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | none | 0 | ubon_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | irri_2005ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | irri_2006ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | irri_2007ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | siniloan_2005ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | siniloan_2007ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | siniloan_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | ubon_2005ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | ubon_2007ws,1,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 41.3 | npk | medium | ubon_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | irri_2005ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | irri_2006ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | irri_2007ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | siniloan_2005ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | siniloan_2007ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | siniloan_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | ubon_2005ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | ubon_2007ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | none | 0 | ubon_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | irri_2005ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | irri_2006ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | irri_2007ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | siniloan_2005ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | siniloan_2007ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | siniloan_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | ubon_2005ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | ubon_2007ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,haefele_2011,haefele_2011 | crop_yield | rice | 49.5 | npk | medium | ubon_2008ws,0,1,nonfigure,1,36,36,1,1,2,2,2,9,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | cassava | 15 | cassava_stem_biochar | 0 | y2009,0,1,figure,2,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | cassava | 15 | cassava_stem_biochar | 0 | y2010,0,1,figure,2,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | cassava | 15 | fym_biochar | 0 | y2009,1,1,figure,2,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | cassava | 15 | fym_biochar | 0 | y2010,1,1,figure,2,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | maize | 15 | cassava_stem_biochar | 0 | y2009,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | maize | 15 | cassava_stem_biochar | 0 | y2010,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | maize | 15 | fym_biochar | 0 | y2009,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | maize | 15 | fym_biochar | 0 | y2010,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | peanut | 15 | cassava_stem_biochar | 0 | y2009,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | peanut | 15 | cassava_stem_biochar | 0 | y2010,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | peanut | 15 | fym_biochar | 0 | y2009,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,islami_2011,islami_2011 | crop_yield | peanut | 15 | fym_biochar | 0 | y2010,1,1,nonfigure,1,12,16,1,3,1,2,1,2,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 20 | nitrogen | 313 | season1,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 20 | nitrogen | 313 | season7,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 20 | nitrogen | 417 | season1,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 20 | nitrogen | 417 | season7,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 20 | none | 0 | season1,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 20 | none | 0 | season7,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 40 | nitrogen | 313 | season1,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 40 | nitrogen | 313 | season7,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 40 | nitrogen | 417 | season1,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 40 | nitrogen | 417 | season7,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 40 | none | 0 | season1,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | amaranth | 40 | none | 0 | season7,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 20 | nitrogen | 250 | season3,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 20 | nitrogen | 250 | season6,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 20 | nitrogen | 333 | season3,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 20 | nitrogen | 333 | season6,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 20 | none | 0 | season3,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 20 | none | 0 | season6,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 40 | nitrogen | 250 | season3,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 40 | nitrogen | 250 | season6,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 40 | nitrogen | 333 | season3,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 40 | nitrogen | 333 | season6,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 40 | none | 0 | season3,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | bok_choy | 40 | none | 0 | season6,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | coriander | 20 | nitrogen | 313 | season4,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | coriander | 20 | nitrogen | 417 | season4,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | coriander | 20 | none | 0 | season4,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | coriander | 40 | nitrogen | 313 | season4,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | coriander | 40 | nitrogen | 417 | season4,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | coriander | 40 | none | 0 | season4,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 20 | nitrogen | 600 | season2,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 20 | nitrogen | 600 | season5,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 20 | nitrogen | 800 | season2,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 20 | nitrogen | 800 | season5,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 20 | none | 0 | season2,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 20 | none | 0 | season5,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 40 | nitrogen | 600 | season2,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 40 | nitrogen | 600 | season5,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 40 | nitrogen | 800 | season2,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 40 | nitrogen | 800 | season5,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 40 | none | 0 | season2,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,li_b_2016,li_b_2016 | crop_yield | water_spinach | 40 | none | 0 | season5,0,1,nonfigure,1,42,42,1,4,2,2,7,7,1
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 30 | none | 0 | pooled,1,1,nonfigure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 30 | none | 0 | y2009,0,1,figure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 30 | none | 0 | y2010,0,1,figure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 30 | none | 0 | y2011,0,1,figure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 30 | none | 0 | y2012,0,1,figure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 60 | none | 0 | pooled,1,1,nonfigure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 60 | none | 0 | y2009,0,1,figure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 60 | none | 0 | y2010,0,1,figure,1,30,30,1,2,3,1,1,6,2
Li X et al. 2024,Biochar,liang_feng_2014,liang_feng_2014 | crop_yield | maize | 60 | none | 0 | y2011,0,1,figure,1,30,30,1,2,3,1,1,6,2
